Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777893732,100,,Aggregated,18.200000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1568,6,10000,7324.319598484034,5.133873997692717,15058.78396999833,83091.8443877551
1777893733,100,,Aggregated,18.300000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1584,6,10000,7322.136209991141,5.133873997692717,15058.78396999833,82861.23484848485
1777893734,100,,Aggregated,18.300000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1604,6,10000,7327.370087503724,5.133873997692717,15058.78396999833,83227.16708229427
1777893735,100,,Aggregated,18.600000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1624,6,10000,7332.509210528315,5.133873997692717,15058.78396999833,82797.19950738916
1777893736,100,,Aggregated,18.500000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1642,6,10000,7346.557253738112,5.133873997692717,15058.78396999833,83256.29476248477
1777893737,100,,Aggregated,18.600000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1651,6,10000,7357.249292610523,5.133873997692717,15058.78396999833,83578.99939430648
1777893738,100,,Aggregated,18.700000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1668,6,10000,7367.60990777156,5.133873997692717,15058.78396999833,83688.91606714629
1777893739,100,,Aggregated,17.700000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1690,6,10000,7375.795555346129,5.133873997692717,15058.78396999833,83360.58343195266
1777893740,100,,Aggregated,17.600000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1711,6,10000,7373.5684621642085,5.133873997692717,15058.78396999833,83462.05026300409
1777893741,100,,Aggregated,17.200000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1726,6,10000,7385.922591906697,5.133873997692717,15058.78396999833,83480.7369640788
1777893742,100,,Aggregated,17.200000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1748,6,10000,7388.451981428469,5.133873997692717,15058.78396999833,82982.85354691076
1777893743,100,,Aggregated,17.500000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1760,6,10000,7392.897872324411,5.133873997692717,15058.78396999833,83327.34090909091
1777893744,100,,Aggregated,17.200000,0.000000,10000,10000,10000,11000,11000,11000,14000,14000,15000,15000,15000,1778,6,10000,7404.280325697957,5.133873997692717,15058.78396999833,83565.97525309336
1777893745,100,,Aggregated,17.700000,0.000000,10000,10000,10000,11000,11000,12000,14000,14000,15000,15000,15000,1795,6,10000,7414.042011192746,5.133873997692717,15058.78396999833,83668.23844011143
1777893746,100,,Aggregated,17.400000,0.000000,10000,10000,11000,11000,11000,12000,14000,14000,15000,15000,15000,1810,6,10000,7429.377702758552,5.133873997692717,15058.78396999833,83331.3359116022
1777893747,100,,Aggregated,16.900000,0.000000,10000,10000,11000,11000,11000,12000,14000,14000,15000,15000,15000,1829,6,10000,7432.638011596491,5.133873997692717,15058.78396999833,82993.41060688901
1777893748,100,,Aggregated,16.700000,0.000000,10000,10000,11000,11000,11000,12000,14000,14000,15000,15000,15000,1843,6,10000,7444.599932918605,5.133873997692717,15058.78396999833,82886.1237113402
1777893749,100,,Aggregated,17.000000,0.000000,10000,10000,11000,11000,11000,12000,14000,14000,15000,15000,15000,1865,6,10000,7459.342758951735,5.133873997692717,15058.78396999833,82769.65147453084
1777893750,100,,Aggregated,17.600000,0.000000,10000,10000,11000,11000,11000,12000,14000,14000,15000,15000,15000,1887,6,10000,7459.118804136199,5.133873997692717,15058.78396999833,82993.94912559619
1777893751,100,,Aggregated,17.400000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,1902,6,10000,7465.531043865938,5.133873997692717,15058.78396999833,82846.35436382754
1777893752,100,,Aggregated,17.600000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,1923,6,10000,7493.360135208535,5.133873997692717,15058.78396999833,83109.74622984919
1777893753,100,,Aggregated,17.600000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,1940,6,10000,7491.978021764442,5.133873997692717,15058.78396999833,82878.46701030928
1777893754,100,,Aggregated,17.500000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,1956,6,10000,7498.608497849701,5.133873997692717,15058.78396999833,82857.06032719837
1777893755,100,,Aggregated,17.400000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,1977,6,10000,7510.932050584728,5.133873997692717,15058.78396999833,82627.55892766819
1777893756,100,,Aggregated,18.000000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,1993,6,10000,7513.074979171603,5.133873997692717,15058.78396999833,82448.00200702458
1777893757,100,,Aggregated,18.100000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2011,6,10000,7522.991758826462,5.133873997692717,15058.78396999833,82666.85827946295
1777893758,100,,Aggregated,17.700000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2032,6,10000,7524.9469218420345,5.133873997692717,15058.78396999833,82288.05511811023
1777893759,100,,Aggregated,18.700000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2050,6,10000,7524.482301400499,5.133873997692717,15058.78396999833,82348.05463414635
